name,01/01/2000,01/01/2001,01/01/2002,01/01/2003,01/01/2004,01/01/2005,01/01/2006,01/01/2007,01/01/2008,01/01/2009,01/01/2010,01/01/2011,01/01/2012,01/01/2013,01/01/2014,01/01/2015,01/01/2016,01/01/2017,01/01/2018,01/01/2019,01/01/2020
A Stranger in My Arms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Appointment with a Shadow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the 50 Foot Woman,9,9,7,7,6,10,9,13,8,8,7,6,5,5,6,7,6,5,5,5,7
Blood of the Vampire,15,15,11,12,14,47,32,25,21,18,17,13,12,10,8,8,10,10,12,13,13
Bonjour tristesse,51,43,38,28,39,34,32,25,23,23,54,48,29,25,21,21,25,16,17,16,20
Bullwhip,100,84,70,64,69,70,65,63,66,60,60,60,53,55,52,45,50,44,54,46,42
isPartial.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Half Past Dead,95,68,37,94,42,32,27,35,25,21,26,19,16,13,10,10,11,9,11,8,10
Klassfesten,16,12,12,12,5,2,2,5,2,2,2,1,1,7,7,9,6,3,1,1,1
Swiat wedlug Kiepskich,4,6,22,93,100,54,36,33,30,47,45,33,32,28,21,19,23,24,15,15,21
Brazilero,11,14,12,13,14,14,16,16,16,15,17,16,17,14,12,10,9,10,8,10,10
The Devil's Tattoo,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,6,4,4,3,3
isPartial.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
All the Real Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Escapist,0,0,0,1,3,3,3,3,2,2,1,3,1,1,1,1,1,0,0,0,0
Sueurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mundo da Lua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,100,89,74,65,61,59,59,64,54,58,58,66,68,69,67,77,64,80,76,82,78
isPartial.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dead or Alive: Final,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volle maan,5,6,5,5,4,4,4,5,5,5,6,6,6,6,6,8,10,11,10,12,10
Dadi,12,16,21,26,28,41,32,27,30,33,38,43,45,54,65,67,79,77,85,100,84
Cabin Fever,34,15,16,13,13,12,20,27,27,14,19,16,21,14,14,10,20,10,8,8,9
Casa de los babys,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Prisoner of Azkaban,100,21,8,9,5,9,9,11,7,8,9,9,12,10,9,6,9,7,6,6,5
Hung bou yit sin ji Dai tao gwai ying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximum Exposure,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Noche de reyes,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,2
Kuutamolla,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kaçamak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un día en el paraíso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nada,58,62,67,61,68,73,83,98,91,100,89,93,86,82,77,77,91,82,86,74,71
Pulsação Zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foyle's War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bon voyage,50,38,40,100,91,79,83,79,78,72,68,67,64,80,92,94,73,67,64,57,48
"Ram Dass, Fierce Grace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whammy! The All New Press Your Luck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomie 2,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Eburi manshi no yûga-na seikatsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Der Wixxer,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blue Butterfly,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
Mystics,5,4,4,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,7
GTO,100,92,92,76,68,80,85,83,97,80,89,85,78,83,75,76,73,77,68,76,77
Ah! Si j'étais riche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Drop Dead Roses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akros oikogeneiakon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impressionen unter Wasser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yee dou hung gaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunderstruck,48,47,54,47,58,72,84,71,84,78,100,95,83,83,76,73,69,65,55,56,57
isPartial.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Because of Winn-Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomgashtei dar Aragh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dance Dance,89,90,100,95,92,98,96,93,91,85,85,89,95,87,81,77,69,56,57,55,54
Kalaignan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un monde presque paisible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Alamo,44,27,21,17,16,15,15,15,14,16,16,19,18,19,18,18,12,12,13,15,15
Cedric the Entertainer Presents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gladiaattorit,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Jimmy Kimmel Live!,4,4,4,3,4,3,4,3,4,5,4,4,4,4,3,2,2,2,2,2,2
Centipede!,17,18,18,16,15,17,86,100,68,50,48,58,41,36,38,35,38,36,38,42,43
isPartial.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Second Best,21,19,18,20,23,30,32,31,34,37,40,66,44,45,44,48,57,58,70,74,82
Sibelius,100,96,80,76,72,66,64,56,51,43,37,45,31,29,25,24,21,16,20,18,20
Bakuten shoot beyblade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhalkkuthu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koçum Benim,0,0,1,0,2,3,5,3,2,1,1,1,1,1,1,1,1,0,1,1,0
isPartial.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kajmak i marmelada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badi,12,19,16,16,14,15,21,25,30,30,38,50,48,100,86,94,69,61,87,72,71
Fillmore!,38,37,34,35,31,28,27,27,27,26,24,24,25,25,23,23,15,15,17,16,16
MahoRomatic,4,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Wire in the Blood,1,2,2,2,4,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1
isPartial.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cellular,61,51,38,33,29,27,27,26,27,29,27,26,24,24,24,24,23,21,22,20,20
Les invasions barbares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raja,9,10,11,12,15,16,21,24,28,41,54,66,69,78,100,98,64,57,70,60,54
Speed Demon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Drop,37,43,41,41,48,55,100,84,80,75,85,82,73,68,65,64,73,70,83,82,93
Keimusho no naka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makdee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Milae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15: The Movie,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2
isPartial.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Latter Days,100,57,43,37,35,29,31,27,22,18,14,11,8,8,7,6,7,7,7,7,7
Forbrydelser,7,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jhankaar Beats,7,3,3,3,3,2,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1
Neko no ongaeshi,6,5,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1
Si Pitung Beraksi Kembali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Waiting...,15,76,100,47,58,53,43,39,33,28,25,20,20,15,15,17,18,19,19,28,20
2 ryk og en aflevering,13,6,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
999-9999,12,7,17,7,10,6,5,4,4,3,3,3,3,3,2,2,2,2,3,2,2
Dead & Breakfast,12,21,10,8,6,6,4,4,3,2,2,1,2,2,2,1,1,1,1,1,1
La luz prodigiosa,19,13,12,8,9,6,7,4,4,3,2,2,3,2,6,2,3,3,3,1,2
isPartial.70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aadyathe Kanmani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brothers Grimm,17,100,32,16,19,17,18,21,25,18,19,18,15,15,14,13,11,12,12,13,13
The Illustrated Family Doctor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narradores de Javé,2,2,3,3,3,4,4,3,3,3,2,2,2,1,1,1,2,1,1,1,1
Mr. & Mrs. Smith,3,41,12,6,5,5,4,4,3,3,3,2,2,3,2,1,2,2,1,2,6
isPartial.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Strange Bedfellows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megas XLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon père est ingénieur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gav khuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plan,98,100,91,84,82,79,80,73,66,72,73,71,69,70,71,70,65,64,66,68,67
isPartial.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Most Extreme Elimination Challenge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RahXephon,6,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
RoboRoach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimm,42,64,43,34,32,31,37,52,100,86,82,91,68,68,47,43,37,33,32,34,37
Der Rote Baron,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chokher Bali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwong yat cham... Tin Hau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breaking Dawn,0,1,0,1,15,18,32,100,96,32,13,9,7,6,4,3,3,3,2,2,2
Ora o mai più,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Premante Idera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ceský sen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post coitum,100,52,31,29,25,25,22,26,20,17,23,18,12,11,11,9,8,6,6,6,5
De scheepsjongens van Bontekoe,12,5,3,32,24,7,8,6,4,5,3,3,2,2,2,2,2,2,3,2,4
Perder es cuestión de método,0,9,4,2,2,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1
Phil the Alien,19,32,20,7,5,5,6,4,4,4,4,3,3,3,2,2,3,2,2,2,2
isPartial.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Irish Jam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fadime,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derren Brown: Trick of the Mind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Costa dos Murmúrios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joker,12,12,12,15,33,25,22,24,30,28,29,40,50,37,35,100,64,40,39,34,36
isPartial.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Wrong Turn,2,1,1,3,2,3,3,5,6,5,6,6,8,7,6,5,4,5,4,3,4
Bakuretsu tenshi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cargo,56,54,53,50,50,52,55,52,54,55,54,54,56,62,65,69,74,80,93,100,99
LAX,24,24,23,23,23,21,22,23,22,25,23,26,30,33,33,33,21,23,27,27,29
Strictly Come Dancing,2,3,5,7,8,8,7,7,7,7,6,7,7,7,7,5,4,6,4,3,1
isPartial.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Akale,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Athkiya' laken aghbiya',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snakes on a Plane,0,1,69,9,4,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1
Tito,68,71,73,68,68,100,90,76,70,67,86,57,50,48,46,44,44,42,45,40,43
Tom Cool,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
isPartial.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Novel Romance,25,21,19,16,17,18,17,17,18,19,21,23,20,21,19,19,21,19,21,24,26
Flags of Our Fathers,3,10,100,71,17,15,12,9,9,8,7,7,5,5,4,3,5,3,2,4,3
Offscreen,6,6,5,5,4,6,9,6,6,6,9,7,7,5,4,4,3,2,3,3,3
Kamen raidâ Ryûki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baheb el cima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
El-Basha Tilmeez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hammam fi Amistirdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Lives,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Private,100,94,85,89,88,85,82,72,69,64,64,67,66,72,69,75,72,76,80,80,85
Touch My Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Guatemalan Handshake,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pammal K. Sambandam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Return to Eden,36,31,34,32,35,30,31,22,20,17,17,12,13,11,9,11,10,12,12,10,10
L'amore ritrovato,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1
Mr. Men,100,87,81,74,98,78,62,50,41,31,28,23,27,27,21,21,26,28,34,33,35
isPartial.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tommys Inferno,0,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywoodland,5,7,93,100,28,15,15,15,17,16,15,11,12,11,11,11,16,12,12,13,9
"Sore wa, totsuzen, arashi no you ni...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50 Ways of Saying Fabulous,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entreatos,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
isPartial.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Volevo solo dormirle addosso,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XS: La peor talla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooligans,62,78,100,70,56,68,61,57,44,40,39,33,33,25,25,19,17,15,17,16,17
Jogo Subterrâneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hachi no su no kodomotachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Brothers of the Head,1,2,7,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
Factory Girl,9,14,26,100,50,40,36,33,31,30,25,22,19,18,16,15,12,11,12,11,11
Papá se volvió loco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie and the Magic Torch,3,2,2,2,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0
UFO Files,5,5,4,8,10,7,7,7,4,3,4,4,4,3,1,1,1,2,1,1,1
isPartial.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Horloge biologique,11,100,42,18,15,13,10,10,9,10,8,9,8,8,9,8,9,9,7,8,7
Dark Oracle,21,32,42,58,27,22,15,17,23,18,15,15,15,16,14,15,16,16,16,14,15
Top Buzzer,12,32,14,13,10,14,16,14,14,14,14,14,16,13,12,9,9,6,6,6,6
Noel: Poeta da Vila,0,0,0,8,4,4,6,4,3,2,2,1,2,1,1,1,1,1,0,0,0
Irma Vap: O Retorno,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Four Eyed Monsters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Segurança Nacional,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
Slither,4,2,10,3,2,2,2,2,2,1,1,1,100,23,15,12,13,11,11,8,6
The Jane Show,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fearless Freaks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Thommanum Makkalum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
The Doodlebops,0,10,12,9,5,2,2,2,4,3,2,2,3,3,3,3,3,2,2,2,2
Kadin Isterse,0,4,2,1,0,0,1,0,1,1,1,1,0,1,2,0,0,0,0,0,0
Varalaaru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Vaada,6,15,6,6,7,15,17,22,52,46,25,45,100,40,75,26,15,13,10,9,9
isPartial.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Wahrheit oder Pflicht,10,6,6,7,7,8,11,11,12,15,25,28,24,23,58,32,34,28,26,22,22
"Yours, Mine & Ours",0,7,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hamiltons,6,6,10,28,18,14,11,12,11,11,8,11,10,10,9,8,12,7,9,9,8
Red Mercury,100,58,42,34,29,33,27,27,28,39,28,27,21,22,25,28,65,32,32,30,28
Selon Charlie,0,1,11,6,11,4,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0
isPartial.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bekleme Odasi,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
South of Heaven,96,90,90,80,84,88,83,93,75,82,70,63,50,41,47,44,40,55,65,47,48
Kummelin Jackpot,0,0,28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: At World's End,0,0,0,0,0,0,0,0,0,0,0,0,88,100,64,43,50,30,35,20,25
Jopet-show,0,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Within,62,69,53,54,50,48,49,51,46,46,59,53,47,55,49,46,48,51,63,59,71
Naisu no mori: The First Contact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surface,63,62,57,51,49,43,43,42,67,88,93,97,88,91,82,85,100,86,94,86,89
Curse of the Maya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aryan: Unbreakable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isPartial.90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Yarim Elma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
